ville,population,surface,date,densité,villes_voisines,code_postale,coordonnees,demonym,region_label
Rennes,227830,50.39,2022-01-01T00:00:00Z,4521.333597936098,"Le Rheu, Noyal-Châtillon-sur-Seiche, Pacé, Vezin-le-Coquet, Betton, Saint-Jacques-de-la-Lande, Montgermont, Cesson-Sévigné, Saint-Grégoire, Chantepie",35700,Point(-1.680833333 48.114166666),Rennaise,arrondissement de Rennes
